RowNumber,CustomerId,FullName,CreditScore,Province,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6217,15726634,Lê Văn Hùng,479.0,Hải Phòng,Male,47.0,1,0.0,1,1,0,95270.83,0
6218,15670866,Lý Văn Nam,693.0,Cần Thơ,Male,31.0,2,0.0,2,1,1,107759.31,0
6219,15667462,Vũ Văn Mai,707.0,Bình Dương,Male,43.0,10,0.0,2,1,0,118368.2,0
6220,15662574,Phạm Hoàng Lan,636.0,Đồng Nai,Male,37.0,1,nan,1,1,0,52484.01,0
6221,15716926,Dương Thùy Nam,807.0,Đồng Nai,Male,33.0,10,101952.97,2,1,0,178153.65,0
6223,15716800,Võ Phương Tâm,582.0,Thanh Hóa,Male,31.0,2,0.0,2,1,1,33747.03,0
6224,15679429,Bùi Ngọc Hùng,694.0,Khánh Hòa,Male,,0,91956.49,1,1,1,59961.81,0
6225,15616122,Vũ Phương Thảo,777.0,Bắc Ninh,Male,39.0,8,0.0,2,1,1,18613.52,0
6226,15742172,Phạm Hữu Phúc,598.0,Hà Nội,Male,32.0,9,123938.6,2,1,0,198894.42,0
6228,15636016,Dương Xuân Tuấn,,Kiên Giang,Female,34.0,3,120777.88,1,1,1,131729.52,0
6229,15733138,Lý Thị Lan,663.0,Cần Thơ,Male,42.0,5,nan,1,1,1,79169.73,0
6230,15669741,Võ Hải Phúc,777.0,Nghệ An,Male,36.0,7,0.0,1,1,0,106472.34,0
6231,15616954,Bùi Hoàng Lan,,Hà Nội,Male,71.0,4,0.0,2,0,1,17013.54,0
6234,15682914,Dương Thanh Phúc,850.0,Quảng Ninh,Male,34.0,2,72079.71,1,1,1,,0
6235,15654274,Đặng Hoàng Mai,540.0,Hà Nội,Male,37.0,6,0.0,2,1,0,141998.89,0
6236,15691457,Vũ Tuấn Khoa,674.0,Đà Nẵng,Male,36.0,2,0.0,2,1,1,182787.17,0
6237,15719649,Phạm Xuân Linh,553.0,Kiên Giang,Male,38.0,3,99844.68,1,0,0,187915.7,0
6238,15778897,Phạm Ngọc Thảo,630.0,Kiên Giang,Female,28.0,1,0.0,2,1,1,133267.78,0
6239,15589437,Phạm Thùy Tuấn,,Thừa Thiên Huế,Male,26.0,3,156815.71,1,1,1,137476.09,0
6240,15682369,Vũ Ngọc Dũng,613.0,Hải Phòng,Male,47.0,6,146034.74,1,1,1,,0
6241,15626507,Bùi Xuân Hải,558.0,Bà Rịa - Vũng Tàu,Male,27.0,1,152283.39,1,1,0,183271.15,0
6242,15571995,Vũ Thanh Hải,775.0,Bắc Ninh,Female,33.0,1,118897.1,2,1,1,26362.4,0
6243,15673333,Phạm Hoàng Hải,698.0,Cần Thơ,Male,52.0,8,96781.39,1,1,1,153373.71,0
6244,15748752,Nguyễn Tuấn Huyền,608.0,Thanh Hóa,Male,unknown,1,,2,1,0,70705.58,0
6245,15725302,Lý Thanh Hà,670.0,TP.HCM,Female,20.0,4,0.0,2,1,0,119759.24,0
6246,15722083,Lê Văn Lan,591.0,Quảng Ninh,Male,,8,0.0,2,0,0,42392.24,0
6248,15803633,Lê Minh Khánh,,Quảng Ninh,Female,46.0,1,0.0,2,0,0,82106.19,0
6249,15672185,Bùi Hoàng Tâm,590.0,Quảng Ninh,Male,47.0,3,0.0,2,1,0,171774.5,0
6250,15806486,Bùi Văn Anh,705.0,TP.HCM,Female,48.0,0,0.0,2,0,0,149772.61,0
6251,15570895,Lê Phương Anh,608.0,Long An,Male,,10,163548.07,1,1,0,38866.85,0
6252,15614520,Nguyễn Hoàng Thảo,682.0,Bình Dương,Female,37.0,8,148580.12,1,1,0,35179.18,0
6253,15687492,Dương Ngọc Tuấn,596.0,Bà Rịa - Vũng Tàu,Male,32.0,3,96709.07,2,0,0,41788.37,0
6255,15721047,Dương Văn Phúc,,Bình Dương,Male,37.0,1,135650.88,1,1,0,199428.19,0
6258,15617301,Bùi Tuấn Linh,,Hà Nội,Male,36.0,9,130809.77,1,1,0,152290.28,0
6259,15726046,Phạm Thị Nam,712.0,Hải Phòng,Female,27.0,2,133009.51,1,1,0,126809.15,0
6260,15585748,Lê Tuấn Huyền,585.0,Khánh Hòa,Female,28.0,9,135337.49,2,1,1,40385.61,0
6261,15672826,Đặng Thanh Khánh,nan,Đà Nẵng,Female,32.0,10,112536.57,2,1,1,34350.54,0
6262,15595162,Đỗ Thùy Khoa,708.0,Bà Rịa - Vũng Tàu,Female,35.0,8,122570.69,1,0,0,199005.88,0
6264,15745826,Đỗ Tuấn Tuấn,,Bà Rịa - Vũng Tàu,Male,37.0,3,0.0,2,1,1,180012.39,0
6265,15708610,Vũ Ngọc Tuấn,690.0,Quảng Ninh,Male,44.0,9,100368.63,2,0,0,35342.33,0
6266,15624471,Đỗ Thùy Phúc,850.0,Nghệ An,Male,37.0,6,0.0,2,1,0,109291.22,0
6267,15590097,Trần Phương Nam,537.0,Thừa Thiên Huế,Female,33.0,7,136082.0,1,1,0,62746.54,0
6269,15582154,Vũ Minh Hải,670.0,Hải Phòng,Female,45.0,5,47884.92,1,1,1,54340.24,0
6270,15734626,Lý Thùy Hùng,652.0,Nghệ An,Female,36.0,1,0.0,2,1,1,19302.78,0
6271,15702806,Trần Hoàng Nam,,Kiên Giang,Male,24.0,9,0.0,1,0,0,10883.52,0
6276,15814940,Dương Phương Tâm,642.0,Đà Nẵng,Female,33.0,9,0.0,2,1,1,150475.14,0
6278,15697391,Trần Hoàng Linh,,Đà Nẵng,Female,34.0,3,0.0,2,1,0,38587.7,0
6279,15793346,Đặng Phương Khoa,nan,TP.HCM,Female,,3,,2,1,1,171260.66,0
6281,15578546,Hoàng Hoàng Khánh,491.0,TP.HCM,Male,26.0,4,102251.14,1,1,1,145900.89,0
6282,15656921,Ngô Phương Khánh,850.0,Nghệ An,Male,31.0,4,,2,0,0,152298.28,0
6283,15761340,Nguyễn Phương Nam,521.0,Lâm Đồng,Male,22.0,5,0.0,2,1,1,99828.45,0
6284,15591135,Lý Ngọc Linh,726.0,Thanh Hóa,Male,37.0,2,132057.92,2,1,0,34743.98,0
6286,15655229,Nguyễn Thùy Thảo,850.0,Hà Nội,Female,35.0,7,114285.2,1,0,1,129660.59,0
6287,15805884,Dương Xuân Phúc,,Hà Nội,Female,41.0,9,0.0,2,1,0,145477.36,0
6288,15668289,Đỗ Phương Tuấn,690.0,An Giang,Male,,2,76087.98,1,0,1,151822.66,0
6289,15568562,Võ Hữu Hùng,nan,Đà Nẵng,Male,,8,160272.27,1,1,0,49656.24,0
6291,15622801,Nguyễn Ngọc Khoa,555.0,Thừa Thiên Huế,Female,27.0,8,102000.17,1,1,1,116757.0,0
6292,15779886,Bùi Phương Tâm,563.0,Thừa Thiên Huế,Male,24.0,7,0.0,2,0,0,16319.56,0
6293,15713673,Vũ Tuấn Phúc,494.0,Lâm Đồng,Female,33.0,1,137853.0,1,0,1,90273.85,0
6294,15783083,Bùi Thị Mai,534.0,Khánh Hòa,Male,27.0,9,nan,2,1,0,161344.13,0
6295,15742824,Vũ Tuấn Hùng,696.0,An Giang,Male,42.0,7,162318.61,1,1,0,121061.89,0
6297,15799480,Trần Hải Lan,600.0,Đồng Nai,Male,34.0,0,nan,2,0,1,,0
6298,15625247,Nguyễn Hoàng Thảo,,Kiên Giang,Female,34.0,1,0.0,1,0,0,114448.13,0
6300,15575679,Võ Hữu Minh,nan,Đà Nẵng,Male,24.0,7,126431.54,1,1,0,58781.11,0
6301,15668235,Vũ Hải Huyền,614.0,Bắc Ninh,Female,41.0,3,123475.04,1,1,1,,0
6302,15683183,Dương Văn Nam,766.0,Hà Nội,Female,45.0,6,97652.96,1,1,0,127332.33,0
6303,15684592,Hoàng Hữu Thảo,557.0,Bà Rịa - Vũng Tàu,Male,42.0,4,0.0,2,0,1,86642.38,0
6305,15653455,Lý Văn Hà,,Đà Nẵng,Female,38.0,2,0.0,2,0,1,9551.49,0
6306,15732563,Phạm Hải Hà,726.0,Nghệ An,Female,33.0,7,99046.31,2,1,1,56053.06,0
6307,15656471,Võ Minh Anh,773.0,Hải Phòng,Male,,9,,2,1,1,,0
6308,15598510,Lê Văn Linh,,TP.HCM,Male,27.0,4,105907.42,2,1,1,195732.04,0
6310,15785342,Vũ Xuân Khoa,705.0,Cần Thơ,Male,25.0,9,0.0,2,0,1,112331.19,0
6311,15641595,Dương Xuân Hà,685.0,Long An,Male,43.0,4,,2,1,0,,0
6312,15798429,Trần Hữu Nam,741.0,An Giang,Male,29.0,8,0.0,2,1,1,115994.52,0
6313,15648136,Võ Tuấn Khánh,,Cần Thơ,Female,28.0,9,152812.58,1,1,0,166682.57,0
6314,15812482,Đặng Xuân Tâm,131.0,Thanh Hóa,Male,101.0,3,1365969.3757180627,1,1,0,99843.98,0
6317,15765643,Trần Ngọc Linh,725.0,Quảng Ninh,Male,37.0,6,124348.38,2,0,1,176984.34,0
6318,15654878,Võ Minh Dũng,450.0,Đồng Nai,Male,29.0,7,117199.8,1,1,1,43480.63,0
6320,15768340,Trần Văn Khánh,642.0,Lâm Đồng,Female,19.0,3,113905.48,1,1,1,,0
6321,15673599,Võ Thùy Minh,618.0,Hà Nội,Male,32.0,5,,1,0,1,154843.4,0
6322,15689096,Vũ Hải Khoa,,Hải Phòng,Male,47.0,0,117879.32,1,1,1,8214.46,0
6323,15684294,Dương Xuân Linh,735.0,Kiên Giang,Male,50.0,2,0.0,2,0,1,147075.69,0
6324,15615828,Hoàng Ngọc Phúc,550.0,Lâm Đồng,Male,34.0,8,122359.5,1,0,0,116495.55,0
6327,15788494,Vũ Hải Khánh,555.0,Bà Rịa - Vũng Tàu,Male,,8,145875.74,1,1,0,137491.23,0
6328,15793856,Phạm Xuân Lan,,Thừa Thiên Huế,Female,36.0,3,121542.57,2,1,1,186841.71,0
6329,15629545,Ngô Thùy Hà,790.0,TP.HCM,Female,41.0,7,109508.68,1,0,0,86776.38,0
6330,15661198,Dương Ngọc Hải,727.0,Bà Rịa - Vũng Tàu,Male,34.0,2,146407.11,1,1,1,72073.72,0
6331,15715117,Nguyễn Thùy Hải,744.0,Hà Nội,Female,,6,0.0,1,0,0,10662.58,0
6332,15701074,Lê Thanh Hải,629.0,Đồng Nai,Male,35.0,8,112330.83,1,1,1,91001.02,0
6333,15793046,Bùi Xuân Huyền,619.0,TP.HCM,Female,35.0,4,,1,1,1,,0
6334,15623744,Đặng Minh Anh,,Bình Dương,Male,34.0,8,105302.66,1,1,1,123164.97,0
6335,15611329,Lê Thùy Lan,608.0,Hà Nội,Female,35.0,6,0.0,2,1,1,143463.28,0
6336,15740428,Dương Hải Nam,507.0,Quảng Ninh,Female,35.0,1,0.0,2,0,0,92131.54,0
6337,15781534,Nguyễn Hoàng Nam,536.0,An Giang,Female,,4,121520.36,1,0,0,77178.42,0
6338,15618243,Võ Văn Thảo,nan,Nghệ An,Female,43.0,1,103960.38,1,1,1,193650.16,0
6339,15784161,Nguyễn Xuân Hùng,583.0,Bắc Ninh,Male,39.0,8,102945.01,1,0,0,52861.89,0
6340,15700325,Dương Ngọc Hà,644.0,An Giang,Female,24.0,8,nan,1,1,0,35896.75,0
6341,15659064,Vũ Văn Huyền,790.0,Thanh Hóa,Male,37.0,8,0.0,2,1,1,,0
6342,15658364,Bùi Văn Khoa,,Bình Dương,Female,40.0,1,134590.21,1,1,1,46253.65,0
6343,15704340,Ngô Ngọc Mai,581.0,Thừa Thiên Huế,Female,37.0,10,,1,1,0,86609.37,0
6345,15579777,Võ Văn Linh,850.0,Kiên Giang,Male,41.0,3,0.0,2,1,0,128892.36,0
6346,15632345,Vũ Thanh Trang,754.0,An Giang,Female,35.0,4,0.0,2,1,0,44830.71,0
6348,15754820,Đỗ Thùy Hải,637.0,Kiên Giang,Male,,8,147127.81,2,1,1,84760.7,0
6349,15707505,Trần Thanh Hải,699.0,TP.HCM,Male,31.0,8,125927.51,2,1,0,147661.47,0
6350,15699507,Lý Thanh Linh,542.0,Thanh Hóa,Female,,7,,2,0,1,82393.08,0
6351,15799600,Đặng Thanh Dũng,640.0,An Giang,Male,48.0,1,111599.32,1,0,1,135995.58,0
6352,15794472,Đỗ Ngọc Thảo,553.0,Đồng Nai,Female,27.0,3,0.0,2,0,0,159800.16,0
6353,15646632,Đỗ Hoàng Lan,247.0,Quảng Ninh,Male,121.0,9,0.0,2,1,0,14379.01,0
6354,15676353,Vũ Hữu Minh,598.0,Quảng Ninh,Male,35.0,8,114212.6,1,1,1,74322.85,0
6356,15570414,Dương Thị Tuấn,618.0,Bà Rịa - Vũng Tàu,Male,41.0,4,115251.64,1,0,0,136435.75,0
6357,15776743,Nguyễn Thị Anh,647.0,Lâm Đồng,Male,unknown,9,0.0,2,1,1,78488.39,0
6358,15674637,Lê Xuân Lan,491.0,Hải Phòng,Female,68.0,3,107571.61,1,0,1,113695.99,0
6359,15730418,Đỗ Phương Lan,652.0,Kiên Giang,Female,32.0,2,0.0,2,1,0,54628.11,0
6361,15661591,Hoàng Tuấn Trang,413.0,Quảng Ninh,Male,39.0,1,130969.77,2,1,1,158891.79,0
6362,15675585,Đặng Văn Hải,416.0,Quảng Ninh,Female,25.0,0,nan,2,1,1,160523.33,0
6363,15814750,Nguyễn Tuấn Phúc,629.0,Hải Phòng,Male,34.0,8,0.0,2,1,1,180595.02,0
6364,15593454,Phạm Tuấn Minh,678.0,Thừa Thiên Huế,Female,40.0,4,113794.22,1,1,0,16618.76,0
6365,15663421,Dương Xuân Minh,527.0,Kiên Giang,Male,28.0,6,128396.33,2,1,0,,0
6367,15677324,Trần Hữu Phúc,683.0,Lâm Đồng,Male,73.0,9,,1,1,1,,0
6368,15568742,Đỗ Hải Anh,,An Giang,Female,41.0,9,0.0,1,1,0,121299.14,0
6370,15714260,Bùi Văn Hùng,646.0,Kiên Giang,Female,,2,0.0,2,0,0,178752.73,0
6371,15798200,Võ Hữu Anh,707.0,Hải Phòng,Male,35.0,2,0.0,3,1,1,94148.3,0
6372,15656627,Vũ Thị Linh,,Long An,Male,unknown,5,0.0,2,1,1,77414.45,0
6373,15791111,Ngô Xuân Tuấn,635.0,Khánh Hòa,Female,47.0,2,125724.95,2,1,0,63236.97,0
6374,15638269,Đỗ Thùy Mai,597.0,Quảng Ninh,Male,67.0,2,0.0,2,0,1,108645.85,0
6375,15807473,Ngô Phương Tuấn,503.0,Quảng Ninh,Male,38.0,1,0.0,2,1,1,95153.24,0
6380,15770543,Dương Minh Khánh,679.0,An Giang,Male,37.0,7,74260.03,1,1,0,194617.98,0
6382,15714046,Nguyễn Hoàng Trang,720.0,Bà Rịa - Vũng Tàu,Male,33.0,3,123783.91,2,1,1,142903.44,0
6383,15575060,Đặng Thị Trang,797.0,Bắc Ninh,Male,24.0,5,0.0,2,1,0,182257.61,0
6384,15812040,Võ Ngọc Khánh,594.0,Hà Nội,Male,36.0,6,153880.15,1,0,0,135431.72,0
6385,15812073,Hoàng Hải Linh,529.0,Bình Dương,Female,31.0,7,nan,2,1,1,175697.87,0
6386,15706810,Bùi Phương Huyền,606.0,An Giang,Female,32.0,1,106301.85,2,0,1,59061.25,0
6388,15810807,Vũ Xuân Khoa,513.0,Cần Thơ,Female,,9,0.0,2,1,0,152499.8,0
6390,15687607,Phạm Hoàng Anh,605.0,Lâm Đồng,Female,unknown,9,135422.31,1,0,1,186418.85,0
6391,15588406,Dương Tuấn Hùng,574.0,Bà Rịa - Vũng Tàu,Female,37.0,7,0.0,2,1,0,,0
6392,15784099,Nguyễn Hữu Minh,726.0,Hải Phòng,Female,38.0,5,126875.62,1,1,0,,0
6393,15701352,Đặng Thanh Nam,611.0,Hà Nội,Female,28.0,3,96381.68,2,1,0,181419.29,0
6394,15789371,Phạm Hải Dũng,593.0,Bình Dương,Female,41.0,4,119703.1,2,1,1,109783.29,0
6395,15602845,Đỗ Ngọc Trang,466.0,Đà Nẵng,Male,41.0,2,152102.18,2,1,0,181879.56,0
6396,15707918,Dương Hữu Hùng,741.0,Thừa Thiên Huế,Female,36.0,0,127675.39,2,1,0,,0
6397,15602812,Bùi Hữu Tuấn,684.0,An Giang,Female,44.0,2,133776.86,2,0,1,49865.04,0
6398,15675888,Lê Hoàng Dũng,550.0,Đà Nẵng,Female,,9,72788.03,1,1,1,,0
6399,15591822,Võ Tuấn Tâm,593.0,Đồng Nai,Male,26.0,9,,1,1,0,167564.82,0
6401,15585907,Ngô Thị Mai,676.0,Thừa Thiên Huế,Female,30.0,5,0.0,2,0,0,,0
6402,15579040,Trần Văn Mai,556.0,Hải Phòng,Female,46.0,10,0.0,2,0,0,109184.24,0
6403,15804211,Đặng Minh Nam,719.0,Thừa Thiên Huế,Male,36.0,3,155423.17,1,1,1,,0
6406,15760749,Võ Tuấn Thảo,509.0,Bình Dương,Male,41.0,7,126683.8,1,0,1,114775.53,0
6407,15637118,Hoàng Minh Hà,172.0,TP.HCM,Male,122.0,4,1108773.4141060547,1,1,0,103557.93,0
6409,15738497,Đặng Hoàng Lan,729.0,TP.HCM,Male,44.0,4,107726.93,2,1,0,153064.87,0
6410,15690695,Lý Thanh Trang,683.0,Kiên Giang,Female,33.0,9,0.0,2,1,1,38784.42,0
6411,15762351,Lê Phương Anh,689.0,Thanh Hóa,Female,63.0,1,nan,2,1,1,186526.12,0
6412,15791172,Lý Thị Khánh,672.0,Lâm Đồng,Female,21.0,1,35741.69,1,1,0,28789.94,0
6414,15734765,Hoàng Văn Huyền,739.0,Khánh Hòa,Female,20.0,4,,1,0,1,150245.81,0
6415,15642912,Bùi Ngọc Nam,618.0,Đồng Nai,Female,,2,125682.79,1,0,0,57762.0,0
6416,15769516,Đỗ Xuân Tuấn,674.0,Bình Dương,Female,,9,0.0,2,1,0,4292.72,0
6417,15789379,Lê Hải Khánh,762.0,Bắc Ninh,Male,26.0,6,130428.78,1,1,0,173365.89,0
6418,15695103,Ngô Tuấn Linh,nan,Cần Thơ,Male,37.0,6,0.0,2,1,1,119484.01,0
6419,15801924,Đặng Phương Dũng,754.0,Long An,Female,27.0,8,0.0,2,0,0,,0
6420,15767804,Đỗ Hải Linh,729.0,Khánh Hòa,Male,44.0,6,0.0,2,1,0,151733.43,0
6421,15718039,Bùi Minh Mai,606.0,Bà Rịa - Vũng Tàu,Female,47.0,0,137138.2,2,0,1,53784.22,0
6422,15579994,Trần Xuân Mai,616.0,Hà Nội,Male,23.0,8,73112.95,1,1,1,62733.05,0
6423,15595037,Lý Thị Tuấn,772.0,Lâm Đồng,Male,47.0,9,152347.01,1,0,1,,0
6424,15600720,Đặng Thanh Linh,652.0,Nghệ An,Male,41.0,8,115144.68,1,1,0,188905.43,0
6426,15566894,Trần Hữu Thảo,136.0,TP.HCM,Male,117.0,3,1305809.331340179,1,0,0,83997.79,0
6427,15749123,Vũ Ngọc Dũng,743.0,Bà Rịa - Vũng Tàu,Male,45.0,7,157332.26,1,1,0,125424.42,0
6428,15668943,Ngô Xuân Mai,746.0,Thanh Hóa,Male,37.0,2,0.0,2,1,0,,0
6430,15623102,Phạm Hữu Hùng,713.0,Long An,Male,38.0,6,,2,0,1,76038.38,0
6431,15728012,Nguyễn Minh Thảo,678.0,Bà Rịa - Vũng Tàu,Female,40.0,3,128398.38,1,1,0,,0
6432,15683363,Ngô Văn Minh,540.0,Bình Dương,Male,39.0,1,0.0,1,0,1,,0
6433,15699335,Lê Thanh Huyền,615.0,Cần Thơ,Female,33.0,3,137657.25,2,1,1,,0
6434,15574369,Hoàng Minh Anh,nan,Bình Dương,Male,101.0,5,1554209.9922350352,1,1,1,22357.25,0
6435,15703167,Trần Phương Mai,628.0,Đồng Nai,Female,45.0,8,0.0,2,1,0,193903.06,0
6436,15754874,Phạm Minh Lan,700.0,Cần Thơ,Male,26.0,4,119009.57,1,1,0,141926.43,0
6437,15723216,Nguyễn Minh Minh,623.0,Bà Rịa - Vũng Tàu,Male,33.0,2,80002.33,1,1,1,104079.62,0
6438,15725094,Đặng Thanh Nam,623.0,Lâm Đồng,Female,37.0,4,140211.88,1,1,1,,0
6439,15647974,Đỗ Thùy Lan,679.0,Kiên Giang,Female,44.0,3,,2,1,0,1568.91,0
6442,15711251,Ngô Thùy Trang,514.0,Thừa Thiên Huế,Male,,1,178827.79,1,1,0,60375.18,0
6443,15719212,Nguyễn Xuân Hải,491.0,Đồng Nai,Male,33.0,5,83134.3,1,1,0,187946.55,0
6444,15764927,Đặng Phương Hải,753.0,Bà Rịa - Vũng Tàu,Male,92.0,3,,1,0,1,195563.99,0
6445,15731412,Võ Thị Dũng,693.0,TP.HCM,Female,37.0,6,95900.04,1,1,1,38196.24,0
6446,15719170,Võ Xuân Phúc,679.0,Nghệ An,Female,30.0,1,112543.42,1,1,1,179435.21,0
6447,15596011,Trần Tuấn Dũng,529.0,Đà Nẵng,Male,,9,0.0,1,1,1,93208.22,0
6448,15614834,Trần Tuấn Hùng,619.0,Long An,Female,,3,141751.82,1,0,1,61531.86,0
6449,15600510,Trần Hải Thảo,242.0,Kiên Giang,Female,113.0,6,694306.0641934541,2,1,0,92826.35,0
6451,15781409,Đỗ Hoàng Anh,834.0,Thanh Hóa,Female,,6,0.0,1,1,0,74287.53,0
6452,15722583,Đỗ Hải Mai,636.0,Hải Phòng,Female,29.0,6,157576.47,2,1,1,101102.39,0
6453,15677243,Ngô Thanh Trang,538.0,Bình Dương,Male,43.0,5,0.0,2,1,0,126933.73,0
6454,15815070,Đặng Hữu Trang,566.0,Hà Nội,Female,,5,141428.99,2,0,0,68408.74,0
6455,15705899,Lê Thùy Anh,597.0,Quảng Ninh,Male,35.0,0,nan,1,1,1,155356.34,0
6456,15701522,Bùi Tuấn Nam,711.0,Thừa Thiên Huế,Female,29.0,9,0.0,2,0,1,3234.8,0
6457,15755978,Hoàng Văn Khoa,606.0,Đồng Nai,Male,31.0,10,0.0,2,1,0,195209.4,0
6458,15722090,Đặng Thùy Linh,615.0,An Giang,Male,51.0,6,81818.49,1,1,1,169149.38,0
6459,15783526,Đặng Xuân Tuấn,589.0,TP.HCM,Male,36.0,1,100895.54,1,1,1,68075.14,0
6460,15632125,Dương Ngọc Hà,606.0,Cần Thơ,Male,45.0,5,63832.43,1,1,1,93707.8,0
6461,15688395,Lý Hữu Dũng,582.0,Cần Thơ,Male,29.0,4,0.0,2,0,0,156153.27,0
6462,15666975,Hoàng Hải Trang,nan,Kiên Giang,Female,,4,116085.06,1,1,0,58601.61,0
6463,15682211,Hoàng Hải Tuấn,467.0,Đồng Nai,Male,57.0,1,,2,1,1,114448.77,0
6464,15637411,Nguyễn Thanh Phúc,749.0,Thừa Thiên Huế,Male,30.0,1,0.0,2,0,1,126551.65,0
6466,15606855,Bùi Văn Trang,730.0,Bà Rịa - Vũng Tàu,Male,,6,0.0,2,1,1,185808.7,0
6469,15677184,Phạm Thanh Lan,,Cần Thơ,Female,35.0,6,115576.44,1,0,1,27922.45,0
6470,15775042,Lê Hải Khánh,115.0,Hà Nội,Female,129.0,4,0.0,2,1,0,196476.19,0
6471,15616630,Lê Văn Hùng,583.0,Đà Nẵng,Female,41.0,5,77647.6,1,1,0,190429.52,0
6472,15800233,Lê Thị Hà,850.0,Kiên Giang,Female,40.0,5,0.0,2,1,0,,0
6474,15595557,Đỗ Thị Lan,,Hải Phòng,Male,22.0,8,0.0,2,1,0,107615.43,0
6475,15626143,Lý Văn Hà,695.0,Bắc Ninh,Male,,2,0.0,2,1,1,99692.65,0
6477,15701412,Bùi Xuân Hùng,739.0,Cần Thơ,Male,40.0,4,0.0,2,0,0,173321.65,0
6478,15702464,Lê Thanh Hà,549.0,Đà Nẵng,Female,34.0,4,0.0,2,0,0,139463.57,0
6479,15573348,Phạm Ngọc Mai,850.0,Hải Phòng,Male,unknown,9,102050.47,1,1,1,3769.71,0
6481,15693704,Đặng Hoàng Minh,679.0,Nghệ An,Female,24.0,6,114948.76,2,0,1,135768.25,0
6482,15664752,Ngô Thị Hà,606.0,Lâm Đồng,Male,39.0,8,136000.45,2,1,0,31708.53,0
6483,15628292,Đặng Phương Hải,850.0,Khánh Hòa,Male,32.0,4,156001.68,2,1,1,151677.31,0
6484,15621195,Trần Phương Hải,619.0,Thanh Hóa,Male,unknown,3,147974.16,2,1,0,170518.83,0
6485,15668629,Trần Minh Anh,719.0,Đà Nẵng,Male,,2,0.0,2,1,0,196582.19,0
6486,15635197,Ngô Tuấn Phúc,640.0,Cần Thơ,Male,,5,90402.77,1,1,1,3298.65,0
6487,15592761,Dương Thùy Nam,710.0,Khánh Hòa,Male,40.0,5,0.0,2,0,0,162878.96,0
6488,15574283,Võ Phương Hải,580.0,Kiên Giang,Male,,2,,2,0,1,64014.24,0
6489,15598097,Nguyễn Thanh Huyền,550.0,Đồng Nai,Male,,9,,2,1,0,26257.01,0
6490,15711352,Nguyễn Thị Huyền,247.0,Bà Rịa - Vũng Tàu,Female,109.0,3,1306573.879846908,2,1,1,,0
6491,15620751,Bùi Hữu Lan,760.0,Quảng Ninh,Male,34.0,2,0.0,2,1,0,164162.44,0
6492,15656717,Bùi Thị Anh,687.0,Khánh Hòa,Female,30.0,6,0.0,2,0,0,179206.92,0
6493,15643121,Lý Tuấn Minh,753.0,Bắc Ninh,Female,35.0,5,82453.96,2,0,0,18254.75,0
6494,15723671,Đặng Văn Tâm,661.0,Đồng Nai,Male,35.0,9,100107.99,1,1,0,83949.68,0
6495,15752846,Phạm Tuấn Phúc,699.0,Lâm Đồng,Male,28.0,7,0.0,2,1,1,22684.78,0
6499,15770405,Trần Thị Hà,613.0,Đà Nẵng,Female,27.0,5,125167.74,1,1,0,199104.52,0
6500,15702561,Đỗ Thị Tuấn,782.0,Bà Rịa - Vũng Tàu,Male,32.0,9,0.0,1,1,1,87566.97,0
6501,15625964,Lê Phương Hải,582.0,Thanh Hóa,Female,43.0,5,nan,1,0,0,170563.73,0
6502,15761364,Lý Minh Lan,nan,Khánh Hòa,Male,,9,0.0,2,1,0,157871.55,0
6503,15590286,Dương Thùy Lan,,Thanh Hóa,Female,40.0,2,125879.29,1,1,0,93203.43,0
6504,15587978,Hoàng Xuân Anh,,TP.HCM,Female,37.0,6,170057.62,1,0,1,54398.56,0
6505,15773242,Bùi Thị Nam,621.0,Kiên Giang,Male,32.0,1,0.0,2,1,1,168779.47,0
6508,15764253,Trần Hữu Khánh,,Khánh Hòa,Male,32.0,6,160485.16,1,1,0,29023.03,0
6510,15730590,Vũ Xuân Khánh,,Nghệ An,Female,40.0,1,115409.18,2,0,0,180456.8,0
6513,15795429,Lý Hữu Hải,487.0,An Giang,Male,24.0,7,133628.09,2,1,1,98570.01,0
6514,15609254,Vũ Hữu Dũng,513.0,Kiên Giang,Female,41.0,9,107135.04,2,1,1,160546.58,0
6515,15625141,Lý Thanh Trang,563.0,Cần Thơ,Male,26.0,7,0.0,2,0,0,6139.74,0
6516,15810898,Lê Phương Khánh,803.0,Bà Rịa - Vũng Tàu,Female,unknown,2,151659.52,2,0,1,6930.17,0
6517,15775797,Nguyễn Minh Trang,607.0,Lâm Đồng,Female,32.0,7,0.0,3,0,1,10674.62,0
6518,15795246,Vũ Hoàng Phúc,,Long An,Female,51.0,9,nan,2,1,1,71159.84,0
6521,15694143,Dương Văn Hải,,Thanh Hóa,Female,41.0,10,0.0,1,1,0,133086.45,0
6522,15748231,Bùi Thanh Linh,700.0,Cần Thơ,Male,35.0,4,95853.39,2,1,0,192933.37,0
6523,15632185,Bùi Văn Lan,,Kiên Giang,Female,42.0,1,nan,2,1,0,71359.78,0
6524,15806249,Võ Hoàng Linh,671.0,Bà Rịa - Vũng Tàu,Female,31.0,4,0.0,2,0,1,79270.02,0
6526,15598157,Vũ Thị Hải,728.0,Quảng Ninh,Male,34.0,4,106328.08,1,1,0,88680.65,0
